char,dialog,movie
SOLDIER,Whats happening where is he going  I dont understand   Lord Aragorn  Why does     he leave on the eve of battle   ,The Return of the King 
GAMLING,He leaves because there is no hope ,The Return of the King 
THEODEN,He leaves because he must   ,The Return of the King 
PIPPIN,Well Im taller than you were then  Though Im not likely to grow     anymore except sideways   ,The Return of the King 
FARAMIR,It never fitted me either  Boromir was always the soldier       They were so alike he and     my father  Proud stubborn even but strong   ,The Return of the King 
PIPPIN,I think you have strength of a different kind  And one day your father     will see it   ,The Return of the King 
PIPPIN,Here do I swear fealty and service to Gondor in peace or war in living     or dying from   from this hour henceforth     until my lord release me or death take me ,The Return of the King 
DENETHOR,And I shall not forget it   nor fail to reward  that which is given           Fealty with love        Valour with honour  Disloyalty with vengeance            I do not think we should so lightly abandon the outer defences  Defences     that your brother long held intact   ,The Return of the King 
FARAMIR,What would you have me do ,The Return of the King 
DENETHOR,I will not yield the River and Pellenor unfought  Osgiliath must be     retaken   ,The Return of the King 
FARAMIR,My lord Osgiliath is over run   ,The Return of the King 
DENETHOR,Much must be risked in war    Is there a Captain here who still has the     courage to do his lords will   ,The Return of the King 
FARAMIR,You wish now that our places had been exchanged  That I had died and     Boromir had lived   ,The Return of the King 
DENETHOR,Yes I wish that   ,The Return of the King 
GAMLING,To few have come  We cannot defeat the armies of Mordor   ,The Return of the King 
THEODEN, No we cannot  But we will meet them in battle nonetheless      ,The Return of the King 
THEODEN,I have left instruction  The people are to follow your rule in     my stead     Take up my seat in the Golden Hall Long may you defend Edoras if the     battle goes ill  ,The Return of the King 
EOWYN,What other duty would you have me do my lord ,The Return of the King 
THEODEN,Duty      no  I     would have you smile again not grieve for those whose time has come You     shall live to see these days renewed   and no more despair ,The Return of the King 
FARAMIR,Since you are robbed of Boromir I will do what I can in his stead          If I should return think better of me father  ,The Return of the King 
DENETHOR,That will depend on the manner of your return   ,The Return of the King 
GOLLUM, Ech  ,The Return of the King 
SAM,What are you up to  Sneaking off are we   ,The Return of the King 
GOLLUM,Sneaking  Sneaking  Fat Hobbit is always so polite  Smeagol shows     them secret ways that nobody else could find and they say sneak  Sneak      Very nice friend oh yes my precious very nice  very nice ,The Return of the King 
SAM,Alright  Alright  You just startled me is all  What were you doing      ,The Return of the King 
GOLLUM,Sneaking ,The Return of the King 
SAM,Fine have it your own way    Im sorry to wake you Mr Frodo but we have to be     moving on  ,The Return of the King 
FRODO,Its dark still   ,The Return of the King 
SAM,Its always dark here    Its gone      The elven bread     ,The Return of the King 
FRODO,What  Thats all we have left   ,The Return of the King 
MADRIL,We cant hold them  The city is lost ,The Return of the King 
FARAMIR, Tell the men to break cover  We ride for Minas Tirith ,The Return of the King 
DAMROD,Nazgl ,The Return of the King 
FARAMIR, Take cover  Nazgul  Fall     back  Fall back to Minas Tirith   ,The Return of the King 
SAM,He took it  He must have  ,The Return of the King 
GOLLUM,Smeagol  No no not poor Smeagol  Smeagol hates nasty elf bread      ,The Return of the King 
SAM,Youre a lying rat  What did you do with it   ,The Return of the King 
FRODO,  He doesnt     eat it  He cant have taken     it   ,The Return of the King 
GOLLUM, Look whats this    Crumbs on his jacketses  He took it He took it   Ive seen him hes always stuffing his face when masters     not looking ,The Return of the King 
SAM,Thats a filthy lie        You stinking two faced sneak   ,The Return of the King 
FRODO,Sam   ,The Return of the King 
SAM,Call me ,The Return of the King 
FRODO,Stop it   ,The Return of the King 
SAM, Ill kill him ,The Return of the King 
FRODO, Sam no   ,The Return of the King 
SAM, Oh my   Im sorry  I didnt mean it to go so far  I was just     so so angry  Here just lets just rest a bit ,The Return of the King 
FRODO, Im all right   ,The Return of the King 
SAM,No  No youre not all right youre exhausted  Its that Gollum  Its     this place  Its that thing around your neck   I could help a bit  I could carry it for     a while      carry it for a while       I could carry it I could carry it Share the load share the load share     the load  ,The Return of the King 
FRODO,Get away ,The Return of the King 
FARAMIR,Fall back    Retreat  Retreat  Run for your lives   ,The Return of the King 
GOTHMOG,The age of men is over  The time of the Orc has come ,The Return of the King 
SOLDIERS,Keep going  Its the Nazgul  Take cover my lord          Its coming  ,The Return of the King 
SOLDIERS IN MINAS TIRITH,Its Mithrandir  The White Rider   ,The Return of the King 
SOLDIER, Pull ,The Return of the King 
FARAMIR,Mithrandir       They broke through our defences  Theyve taken the bridge and the West     bank  Battalions of Orcs are crossing the river   ,The Return of the King 
IROLAS,It is as the Lord Denethor predicted  Long has he foreseen this doom      ,The Return of the King 
GANDALF, Foreseen and done nothing   ,The Return of the King 
GANDALF,Faramir  This is not the first Halfling to have crossed your path ,The Return of the King 
FARAMIR,No   ,The Return of the King 
PIPPIN,Youve seen Frodo and Sam   ,The Return of the King 
GANDALF,Where  When ,The Return of the King 
SAM,I dont want to keep it   I just want to help   ,The Return of the King 
GOLLUM,See  See  He wants it for himself   ,The Return of the King 
SAM,Shut up you    Go away  Get     out of here ,The Return of the King 
FRODO,No Sam  Its you        Im sorry Sam   ,The Return of the King 
SAM,  But hes a liar  Hes poisoned     you against me   ,The Return of the King 
FRODO,You cant help me any more   ,The Return of the King 
SAM,You dont mean that   ,The Return of the King 
FRODO,Go home   ,The Return of the King 
GANDALF,  Faramir  Faramir      Your     fathers will has turned to madness  Do not throw away your life so     rashly   ,The Return of the King 
FARAMIR,Where does my allegiance lie if not here  This is the city of the men     of Nmenor  I will gladly give my life to defend her beauty her memory     her wisdom ,The Return of the King 
GANDALF,Your father loves you Faramir    He will remember it before the end   ,The Return of the King 
DENETHOR,Can you sing Master Hobbit ,The Return of the King 
PIPPIN, well yes  At least well     enough for my own people  But we have no songs for great halls and evil     times ,The Return of the King 
GANDALF,Saurons wrath will be terrible his retribution swift           ,The Two Towers 
GANDALF,The battle for Helms Deep is over The battle for Middleearth is about to begin           ,The Two Towers 
GANDALF, All our hopes now lie with two little Hobbits           ,The Two Towers 
FARAMIR,In Ithilien  Not two days ago  Gandalf theyre taking the road to the     Morgul vale   ,The Return of the King 
GANDALF,And then the pass of Cirith Ungol ,The Return of the King 
PIPPIN,What does that mean Whats wrong  He looks at Gandalf ,The Return of the King 
GANDALF,Faramir tell me everything  Tell me all you know   ,The Return of the King 
DENETHOR, This is how you would serve your city  You would risk its utter     ruin   ,The Return of the King 
FARAMIR,I did what I judged to be right ,The Return of the King 
DENETHOR,What you judged to be right  You sent the Ring of power into Mordor in     the hands of a witless Halfling  It should have been brought back to the     citadel to be kept safe Hidden  Dark and deep in the vaults not to be     used        unless at the uttermost end of need ,The Return of the King 
FARAMIR,I would not use the Ring  Not if Minas Tirith were falling in ruin and     I alone could save her  ,The Return of the King 
DENETHOR,Ever you desire to appear lordly and gracious as a King of old       Boromir would have remembered his fathers need   He would have brought me     a kingly gift ,The Return of the King 
FARAMIR, Boromir would not have brought the Ring   He would have stretched     out his hand to this thing and taking it he would have fallen   ,The Return of the King 
DENETHOR,And why should your songs be unfit for my halls  Come sing me a song      ,The Return of the King 
PIPPIN,Home is behind The world ahead   And     there are many paths to tread Through shadow to the edge of night          Until the stars are all alight   Mist and shadow     cloud and shade All shall fade All shall  fade      ,The Return of the King 
